chemotype,compound_id,compound_name,serum_active,label_source,confidence,detail
papulacandin,PAPU-0017,"Papulacandin B 10,12-OCH3 derivative",1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0040,"Papulacandin B 10,12-di-OCH2COCH3 derivative",1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0041,"Papulacandin B 10,12-di-OCH2COOH derivative",1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0042,"Papulacandin B 10,12-di-OCH2COOCH3 derivative",1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0043,Papulacandin B 10-OCH3 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0020,Papulacandin B 10-OCH2COCH3 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0022,Papulacandin B 10-OCH2COOH derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0023,Papulacandin B 10-OCH2COOCH3 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0044,Papulacandin B 10-OCH2COOCH2CH3 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0024,Papulacandin B 10-OCH2COOCH2CH(OH)CH2OH derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0045,Papulacandin B 10-OCH2CONH2 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0046,Papulacandin B 10-OCH2CONHCH3 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0047,Papulacandin B 10-OCH2CON(CH3)2 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0048,Papulacandin B 10-OCH2CO-thienyl derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0049,"Papulacandin B 11,13-dimorpholinomethylene derivative",1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0050,Papulacandin B 11-dimethylaminomethylene 12-OCH3 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0025,Papulacandin B 11-CH2-morpholine 12-OCH3 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0051,Papulacandin B 11-morpholinomethylene derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0052,Papulacandin B 11-piperidinomethylene derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0027,Papulacandin B 11-NH2 12-OCH3 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0028,Papulacandin B 11-NHCOCH3 12-OCH3 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0029,Papulacandin B 11-NHCOCH3 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0054,Papulacandin B 11-NHSO2CH3 derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0055,Papulacandin B 11-amino-imidazolidone derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0057,Papulacandin B 6-azido derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0013,Papulacandin B 6-Br derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0012,Papulacandin B 6-I derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0015,Papulacandin B 6-CH2-morpholine derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0058,Papulacandin B 6-N-methylpiperazinyl derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0059,Papulacandin B 6-N-formylpiperazinyl derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0060,Papulacandin B 6-N-methylthiotetrazolinyl derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0061,Papulacandin B 6-acetyl derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0062,Papulacandin B 6-succinyl derivative,1,in_vivo_proxy,medium,in_vivo_ED50; Candida albicans
papulacandin,PAPU-0063,"L-687,781",1,in_vivo_proxy,medium,in_vivo_PCP_cyst_reduction; Pneumocystis carinii
papulacandin,PAPU-0063,"L-687,781",1,in_vivo_proxy,medium,in_vivo_TOKA_log10_CFU_per_g_kidney; Candida albicans
papulacandin,PAPU-0063,"L-687,781",1,in_vivo_proxy,medium,in_vivo_TOKA_percent_reduction; Candida albicans
papulacandin,PAPU-0063,"L-687,781",1,in_vivo_proxy,medium,in_vivo_TOKA_renal_clearance; Candida albicans
echinocandin,EXT-FKS-0001,CASPOFUNGIN,1,in_vivo_proxy,medium,ED50; 
echinocandin,EXT-FKS-0018,CILOFUNGIN,1,in_vivo_proxy,medium,ED50; 
echinocandin,EXT-FKS-0002,ANIDULAFUNGIN,1,in_vivo_proxy,medium,ED50; 
echinocandin,EXT-FKS-0028,IBREXAFUNGERP,1,in_vivo_proxy,medium,ED50; 
echinocandin,EXT-FKS-0003,MICAFUNGIN,1,in_vivo_proxy,medium,ED50; 
echinocandin,EXT-FKS-0001,CASPOFUNGIN,1,clinical_approved,high,approved echinocandin; active in the bloodstream
echinocandin,EXT-FKS-0003,MICAFUNGIN,1,clinical_approved,high,approved echinocandin; active in the bloodstream
echinocandin,EXT-FKS-0002,ANIDULAFUNGIN,1,clinical_approved,high,approved echinocandin; active in the bloodstream
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =8.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =1.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =4.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =8.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =1.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =0.5 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =0.5 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =2.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =1.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =8.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =0.25 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =4.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =0.44 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =2.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =64.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =8.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =4.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,0,chembl_serum,high,CHEMBL1137656; MIC50 =128.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =16.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =2.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =0.12 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =4.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =0.5 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =0.25 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =16.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1275517; MIC =2.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1275517; MIC =4.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =0.5 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =2.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =4.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =0.5 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =16.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1275517; MIC =1.0 ug.mL-1
echinocandin,CHEMBL264241,ANIDULAFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =32.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =8.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =0.12 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =0.5 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =2.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =0.25 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL3112487; MIC =0.5 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =8.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL2385047; MIC80 =0.125 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =4.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =8.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =0.5 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,0,chembl_serum,high,CHEMBL1137656; MIC50 =128.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =4.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =16.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =1.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =1.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =0.25 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =4.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =2.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,0,chembl_serum,high,CHEMBL1143840; MIC >32.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,0,chembl_serum,high,CHEMBL3112487; MIC >64.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =32.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1143304; MIC100 =0.25 ug ml-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =8.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =16.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL2346577; MIC =32.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =0.5 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1151811; MIC =32.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =4.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL2346577; MIC =0.25 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1143840; MIC =0.25 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =8.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,0,chembl_serum,high,CHEMBL1275553; MIC >32.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL2385047; MIC100 =8.0 ug ml-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =0.25 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =0.33 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL3112487; MIC =64.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL3112487; MIC =0.25 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1143304; MIC80 =0.06 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =0.25 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1275517; MIC =0.5 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1275517; MIC =8.0 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1151811; MIC =0.25 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1143304; MIC80 =0.125 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,0,chembl_serum,high,CHEMBL1143304; MIC100 >32.0 ug ml-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL4680287; MIC =0.25 ug.mL-1
echinocandin,CHEMBL1630575,CASPOFUNGIN,1,chembl_serum,high,CHEMBL1275517; MIC =2.0 ug.mL-1
echinocandin,CHEMBL4297513,IBREXAFUNGERP,1,chembl_serum,high,CHEMBL4680287; MIC100 =0.5 ug ml-1
echinocandin,CHEMBL4297513,IBREXAFUNGERP,1,chembl_serum,high,CHEMBL4680287; MIC50 =0.25 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =8.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =4.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =2.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =2.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =1.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =1.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =1.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =16.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =4.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =2.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =8.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,0,chembl_serum,high,CHEMBL1137656; MIC50 =128.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =0.5 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1649249; MIC =1.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =0.25 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =0.25 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1629579; MIC =8.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =4.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =0.5 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =64.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1137656; MIC50 =32.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =16.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1275517; MIC =4.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =16.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,0,chembl_serum,high,CHEMBL1275553; MIC >32.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =8.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =0.5 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1275553; MIC =32.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1275517; MIC =1.0 ug.mL-1
echinocandin,CHEMBL457547,MICAFUNGIN,1,chembl_serum,high,CHEMBL1687738; MIC =1.0 ug.mL-1
